,DWJZ,FSRQ,JZZZL,LJJZ
17,1.7520,2007-03-21,0.52,1.8720
18,1.7430,2007-03-20,-0.57,1.8630
19,1.7530,2007-03-19,3.06,1.8730
0,1.7010,2007-03-16,-1.45,1.8210
1,1.7260,2007-03-15,1.89,1.8460
2,1.6940,2007-03-14,-1.22,1.8140
3,1.7150,2007-03-13,0.18,1.8350
4,1.7120,2007-03-12,0.29,1.8320
5,1.7070,2007-03-09,0.00,1.8270
6,1.7070,2007-03-08,0.71,1.8270
7,1.6950,2007-03-07,2.48,1.8150
8,1.6540,2007-03-06,2.61,1.7740
9,1.6120,2007-03-05,-2.01,1.7320
10,1.6450,2007-03-02,1.61,1.7650
11,1.6190,2007-03-01,-2.35,1.7390
12,1.6580,2007-02-28,1.53,1.7780
13,1.6330,2007-02-27,-8.10,1.7530
14,1.7770,2007-02-26,-0.45,1.8970
15,1.7850,2007-02-16,0.11,1.9050
16,1.7830,2007-02-15,2.35,1.9030
17,1.7420,2007-02-14,1.87,1.8620
18,1.7100,2007-02-13,0.77,1.8300
19,1.6970,2007-02-12,3.10,1.8170
0,1.6460,2007-02-09,-0.96,1.7660
1,1.6620,2007-02-08,0.12,1.7820
2,1.6600,2007-02-07,2.85,1.7800
3,1.6140,2007-02-06,0.56,1.7340
4,1.6050,2007-02-05,-1.95,1.7250
5,1.6370,2007-02-02,-3.99,1.7570
6,1.7050,2007-02-01,-0.47,1.8250
7,1.7130,2007-01-31,-6.05,1.8330
8,1.9510,2007-01-30,-0.91,1.9510
9,1.9690,2007-01-29,1.60,1.9690
10,1.9380,2007-01-26,2.54,1.9380
11,1.8900,2007-01-25,-2.48,1.8900
12,1.9380,2007-01-24,1.73,1.9380
13,1.9050,2007-01-23,1.65,1.9050
14,1.8740,2007-01-22,3.42,1.8740
15,1.8120,2007-01-19,2.66,1.8120
16,1.7650,2007-01-18,-1.12,1.7650
17,1.7850,2007-01-17,-1.16,1.7850
18,1.8060,2007-01-16,3.32,1.8060
19,1.7480,2007-01-15,4.86,1.7480
0,1.6670,2007-01-12,-0.77,1.6670
1,1.6800,2007-01-11,-1.47,1.6800
2,1.7050,2007-01-10,2.34,1.7050
3,1.6660,2007-01-09,4.85,1.6660
4,1.5890,2007-01-08,2.12,1.5890
5,1.5560,2007-01-05,-1.58,1.5560
6,1.5810,2007-01-04,0.89,1.5810
7,1.5670,2006-12-31,0.00,1.5670
8,1.5670,2006-12-29,3.02,1.5670
9,1.5210,2006-12-28,0.26,1.5210
10,1.5170,2006-12-27,2.71,1.5170
11,1.4770,2006-12-26,0.61,1.4770
12,1.4680,2006-12-25,2.66,1.4680
13,1.4300,2006-12-22,-0.49,1.4300
14,1.4370,2006-12-21,-1.78,1.4370
15,1.4630,2006-12-20,0.14,1.4630
16,1.4610,2006-12-19,-0.75,1.4610
17,1.4720,2006-12-18,3.30,1.4720
18,1.4250,2006-12-15,2.52,1.4250
19,1.3900,2006-12-14,1.31,1.3900
0,1.3720,2006-12-13,0.29,1.3720
1,1.3680,2006-12-12,1.41,1.3680
2,1.3490,2006-12-11,4.41,1.3490
3,1.2920,2006-12-08,-2.78,1.2920
4,1.3290,2006-12-07,0.23,1.3290
5,1.3260,2006-12-06,-1.19,1.3260
6,1.3420,2006-12-05,0.37,1.3420
7,1.3370,2006-12-04,2.77,1.3370
8,1.3010,2006-12-01,0.77,1.3010
9,1.2910,2006-11-30,3.61,1.2910
10,1.2460,2006-11-29,1.96,1.2460
11,1.2220,2006-11-28,-0.33,1.2220
12,1.2260,2006-11-27,0.25,1.2260
13,1.2230,2006-11-24,-0.41,1.2230
14,1.2280,2006-11-23,0.66,1.2280
15,1.2200,2006-11-22,0.49,1.2200
16,1.2140,2006-11-21,0.91,1.2140
17,1.2030,2006-11-20,2.82,1.2030
18,1.1700,2006-11-17,1.92,1.1700
19,1.1480,2006-11-16,0.53,1.1480
0,1.1420,2006-11-15,3.26,1.1420
1,1.1060,2006-11-14,0.91,1.1060
2,1.0960,2006-11-13,-1.53,1.0960
3,1.1130,2006-11-10,-0.27,1.1130
4,1.1160,2006-11-09,2.48,1.1160
5,1.0890,2006-11-08,-1.18,1.0890
6,1.1020,2006-11-07,0.64,1.1020
7,1.0950,2006-11-06,1.96,1.0950
8,1.0740,2006-11-03,0.19,1.0740
9,1.0720,2006-11-02,-0.46,1.0720
10,1.0770,2006-11-01,0.47,1.0770
11,1.0720,2006-10-31,1.32,1.0720
12,1.0580,2006-10-30,0.28,1.0580
13,1.0550,2006-10-27,-0.94,1.0550
14,1.0650,2006-10-26,0.85,1.0650
15,1.0560,2006-10-25,0.96,1.0560
16,1.0460,2006-10-24,1.65,1.0460
17,1.0290,2006-10-23,-1.06,1.0290
18,1.0400,2006-10-20,0.39,1.0400
19,1.0360,2006-10-19,0.19,1.0360
0,1.0340,2006-10-18,1.17,1.0340
1,1.0220,2006-10-17,-0.20,1.0220
2,1.0240,2006-10-16,-0.78,1.0240
3,1.0320,2006-10-13,0.10,1.0320
4,1.0310,2006-10-12,-0.58,1.0310
5,1.0370,2006-10-11,-0.19,1.0370
6,1.0390,2006-10-10,0.10,1.0390
7,1.0380,2006-10-09,1.07,1.0380
8,1.0270,2006-09-30,0.00,1.0270
9,1.0270,2006-09-29,0.49,1.0270
10,1.0220,2006-09-28,0.79,1.0220
11,1.0140,2006-09-27,0.30,1.0140
12,1.0110,2006-09-26,-0.39,1.0110
13,1.0150,2006-09-25,-0.20,1.0150
14,1.0170,2006-09-22,-0.10,1.0170
15,1.0180,2006-09-21,0.30,1.0180
16,1.0150,2006-09-20,0.10,1.0150
17,1.0140,2006-09-19,0.30,1.0140
18,1.0110,2006-09-18,0.10,1.0110
19,1.0100,2006-09-15,0.50,1.0100
0,1.0050,2006-09-14,0.10,1.0050
1,1.0040,2006-09-13,0.10,1.0040
2,1.0030,2006-09-12,0.20,1.0030
3,1.0010,2006-09-11,0.10,1.0010
4,1.0000,2006-09-08,0.10,1.0000
5,0.9990,2006-09-07,-0.30,0.9990
6,1.0020,2006-09-06,0.00,1.0020
7,1.0020,2006-09-05,0.10,1.0020
8,1.0010,2006-09-04,0.30,1.0010
9,0.9980,2006-09-01,-0.30,0.9980
10,1.0010,2006-08-31,0.00,1.0010
11,1.0010,2006-08-30,0.00,1.0010
12,1.0010,2006-08-29,0.20,1.0010
13,0.9990,2006-08-28,0.50,0.9990
14,0.9940,2006-08-25,0.00,0.9940
15,0.9940,2006-08-24,0.10,0.9940
16,0.9930,2006-08-23,0.10,0.9930
17,0.9920,2006-08-22,0.30,0.9920
18,0.9890,2006-08-21,0.00,0.9890
19,0.9890,2006-08-18,0.00,0.9890
0,0.9890,2006-08-17,-0.30,0.9890
1,0.9920,2006-08-16,0.30,0.9920
2,0.9890,2006-08-15,0.20,0.9890
3,0.9870,2006-08-14,-0.40,0.9870
4,0.9910,2006-08-11,0.10,0.9910
5,0.9900,2006-08-10,0.30,0.9900
6,0.9870,2006-08-09,-0.10,0.9870
7,0.9880,2006-08-08,0.30,0.9880
8,0.9850,2006-08-07,0.00,0.9850
9,0.9850,2006-08-04,-0.51,0.9850
10,0.9900,2006-07-28,-0.20,0.9900
11,0.9920,2006-07-21,-0.10,0.9920
12,0.9930,2006-07-14,-0.70,0.9930
13,1.0000,2006-07-07,0.00,1.0000
14,1.0000,2006-06-30,0.00,1.0000
15,1.0000,2006-06-28,,1.0000
